ID,NAME,FPL,tup_offset,tup_ch2ns,tdown_offset,tdown_ch2ns,qped_up,qcal_up,qped_down,qcal_down,t_det,tup_geo,tup_ch,tdown_geo,tdown_ch,q_det,qup_geo,qup_ch,qdown_geo,qdown_ch,TDC_ID,hodfu_tdc_ped,hodfu_tdc_coef,hodfd_tdc_ped,hodfd_tdc_coef
1,HODF1,13,-2.8710800000000001,0.0253251,-2.5107499999999998,0.018015199999999999,194.50200000000001,0.01460706982179375,175.45500000000001,0.013395847287340926,32,5,0,5,16,31,4,0,4,16,0,-4.100,0.031,-4.703,0.031
2,HODF2,13,1.33691,0.033119900000000001,2.8389500000000001,0.0272026,188.92699999999999,0.014513301999486451,176.833,0.008459851497068337,32,5,1,5,17,31,4,1,4,17,1,-4.874,0.031,-5.266,0.031
3,HODF3,13,-2.0192800000000002,0.027234700000000001,0.74152300000000004,0.031687100000000003,198.458,0.01299454229223726,193.28399999999999,0.01728355669006594,32,5,2,5,18,31,4,2,4,18,2,-4.507,0.031,-4.891,0.031
4,HODF4,13,-1.38157,0.025378100000000001,0.245451,0.015955199999999999,207.55099999999999,0.015125248693992947,188.83099999999999,0.018659662116579826,32,5,3,5,19,31,4,3,4,19,3,-4.874,0.031,-5.311,0.031
5,HODF5,13,-1.9397899999999999,0.027448799999999999,0.94305799999999995,0.031828299999999997,178.345,0.015089083628344263,193.024,0.015762161113536059,32,5,4,5,20,31,4,4,4,20,4,-4.122,0.031,-4.682,0.031
6,HODF6,13,-1.34602,0.0256207,0.77706900000000001,0.031893299999999999,187.01499999999999,0.013905974220463174,205.56899999999999,0.012272139411503714,32,5,5,5,21,31,4,5,4,21,5,-4.422,0.031,-4.937,0.031
7,HODF7,13,3.6182500000000002,0.024716100000000001,1.24109,0.032950800000000002,199.78399999999999,0.014021312394840156,209.98400000000001,0.014522543455918496,32,5,6,5,22,31,4,6,4,22,6,-3.569,0.031,-3.718,0.031
8,HODF8,13,-1.2730300000000001,0.025984899999999998,4.4279099999999998,0.020721300000000002,211.447,0.016239241502504592,213.65100000000001,0.013705995846028954,32,5,7,5,23,31,4,7,4,23,7,-3.859,0.031,-3.797,0.031
9,HODF9,13,-2.2436099999999999,0.028732899999999999,3.1211500000000001,0.024565300000000002,192.464,0.017325017325017324,199.54499999999999,0.014614130740261929,32,5,8,5,24,31,4,8,4,24,8,-3.280,0.031,-3.594,0.031
10,HODF10,13,1.8355399999999999,0.033706600000000003,3.3965999999999998,0.027485200000000001,190.006,0.015952094632733699,185.12,0.015406494429959708,32,5,9,5,25,31,4,9,4,25,9,-3.850,0.031,-4.100,0.031
11,HODF11,13,3.6433900000000001,0.0247151,1.31274,0.032367,197.35599999999999,0.013382195503582311,208.696,0.012896313638347685,32,5,10,5,26,31,4,10,4,26,10,-3.652,0.031,-3.937,0.031
12,HODF12,13,1.8103100000000001,0.033678399999999997,-1.4608099999999999,0.024902899999999999,211.63200000000001,0.018876691641981764,228.24799999999999,0.014565499932774615,32,5,11,5,27,31,4,11,4,27,11,-3.891,0.031,-4.444,0.031
13,HODF13,13,1.55349,0.033387399999999998,1.3985700000000001,0.032061800000000001,169.10599999999999,0.014070177717167781,189.322,0.016014191036980464,32,5,12,5,28,31,4,12,4,28,12,-4.496,0.031,-4.686,0.031
14,HODF14,13,-1.40534,0.025239000000000001,2.1088100000000001,0.0249359,220.15100000000001,0.01748510403636902,213.00899999999999,0.018707458519808318,32,5,13,5,29,31,4,13,4,29,13,-4.996,0.031,-5.422,0.031
